class-name,perception,LOC,C3,CBO,MPC,RFC,WMC,Readability,Avg-commit-size,number-changes,number-committors,persistance,number-fixes,avg.dev.scattering,NOII_type,NOAM_type,NOCS_type,NOM_type,NMO_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,DIT_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,NOC_type,LCOM5_type,WOC_type,WMCNAMM_type,NOCS_package,NOMNAMM_package,NOI_package,LOC_package,NOM_package,isStatic_type,NOPA_type,number_private_visibility_attributes,number_protected_visibility_attributes,number_package_visibility_attributes,num_final_attributes,num_static_attributes,num_final_static_attributes,num_not_final_not_static_attributes,num_final_not_static_attributes,num_static_not_final_attributes,number_public_visibility_methods,number_private_visibility_methods,number_protected_visibility_methods,number_package_visibility_methods,number_final_methods,number_abstract_methods,number_not_abstract_not_final_methods,number_static_methods,number_final_static_methods,number_final_not_static_methods,number_not_final_static_methods,number_not_final_not_static_methods,number_standard_design_methods,number_constructor_DefaultConstructor_methods,number_constructor_NotDefaultConstructor_methods,is_controller,is_procedural,is_test,is_util,is_external,is_controller,is_procedural,is_util,is_test,is_external
org.apache.jackrabbit.spi.commons.query.xpath.XPathQueryBuilder,MEDIUM,1011,0.46,14,0.44,9,33,0.42,4,22,4,1,6,0.5,2,5,0,1,2,1,1,2,0,2,2,71,30,43,0.72,41,0.24,0.31,26,10,9,4,3,12,12,1,1,8,7,1,6,4,10,5,10,0,12,2,11,9,10,1,7,11,0,0,6,12,2,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.spi.commons.query.xpath.XPathTokenManager,MEDIUM,928,0.39,18,0.45,11,33,0.32,2,7,3,1,3,0.4,1,3,0,1,0,1,2,0,1,2,1,67,102,39,0.67,3,0.94,0.44,74,6,12,3,0,1,2,3,8,12,8,5,11,5,7,12,2,1,8,8,8,9,3,11,3,12,1,4,1,7,3,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.spi.RepositoryService,SEVERE,1091,0.62,18,0.51,8,25,0.42,16,37,7,3,5,0.42,0,3,0,1,1,0,2,2,1,0,0,107,68,3,0.1,18,0.13,0.15,20,2,8,6,9,1,0,4,12,4,9,4,0,9,11,0,3,6,7,3,6,1,8,1,5,9,0,5,0,9,2,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.spi2dav.DavPropertyTest,MEDIUM,1015,0.62,16,0.51,5,27,0.41,7,17,3,2,5,0.45,2,3,0,0,1,1,1,2,2,1,1,96,111,20,0.76,34,0.25,0.2,84,7,5,11,9,4,10,5,8,0,1,7,5,12,1,11,7,6,3,10,11,2,7,2,1,5,8,11,8,1,12,7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
org.apache.jackrabbit.spi2dav.RepositoryServiceImpl,MEDIUM,1103,0.44,20,0.41,10,33,0.36,3,24,5,1,5,0.41,1,3,0,0,2,2,0,2,0,1,2,105,100,21,0.99,2,0.02,0.49,15,1,11,3,9,8,1,0,11,1,2,7,9,10,6,7,12,12,11,2,2,8,0,0,10,7,4,12,12,2,12,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.spi2davex.BatchTest,MEDIUM,961,0.49,10,0.47,6,26,0.33,7,25,7,2,5,0.45,1,10,1,2,0,2,1,2,2,2,1,88,88,3,0.22,38,0.75,0.24,63,10,10,3,7,2,5,7,12,8,7,1,6,9,1,3,9,11,8,4,2,0,12,0,12,4,8,11,6,3,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
org.apache.jackrabbit.spi2davex.RepositoryServiceImpl,MEDIUM,895,0.51,21,0.51,8,29,0.43,7,23,6,1,5,0.46,2,4,2,1,0,2,2,1,1,1,1,89,114,31,0.07,25,0.1,0.4,67,6,1,11,10,9,12,11,10,5,11,10,5,3,10,6,8,6,1,12,8,1,6,1,5,0,10,3,10,2,6,12,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.spi2jcr.RepositoryServiceImpl,MEDIUM,903,0.57,11,0.46,5,32,0.31,7,20,5,4,5,0.52,2,5,0,2,2,0,1,2,2,1,2,93,62,49,0.8,32,0.6,0.52,29,8,12,7,3,6,2,12,11,7,2,11,8,12,8,8,0,7,9,10,7,8,3,6,5,2,2,7,2,3,10,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.standalone.cli.info.AbstractLsNodes,NON-SEVERE,892,0.5,11,0.41,7,26,0.45,5,23,4,2,4,0.54,2,7,1,0,1,0,0,2,2,2,1,73,114,38,0.03,12,0.97,0.47,50,1,1,0,9,10,0,2,7,4,10,4,12,5,2,3,6,5,0,2,1,4,2,3,9,6,12,4,9,0,11,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.test.AbstractJCRTest,MEDIUM,1095,0.47,20,0.44,8,33,0.34,4,25,3,1,3,0.48,0,3,0,2,1,1,1,0,0,2,0,47,25,36,0.89,20,0.23,0.74,25,5,5,1,6,10,12,7,11,0,4,12,0,10,0,1,0,0,10,6,7,0,2,10,12,6,7,5,3,2,9,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
org.apache.jackrabbit.test.api.ExportDocViewTest,MEDIUM,961,0.56,12,0.43,5,25,0.45,4,23,3,2,6,0.42,3,9,2,0,2,1,1,1,0,1,1,72,51,7,0.03,27,1,0.35,81,6,0,10,6,1,1,9,9,7,9,7,4,11,12,12,9,7,5,11,12,7,3,1,5,12,10,3,9,12,9,4,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
org.apache.jackrabbit.test.api.NodeReadMethodsTest,MEDIUM,1088,0.5,13,0.52,6,33,0.39,6,15,4,4,4,0.45,1,6,2,0,1,1,0,1,1,0,0,59,120,42,0.17,42,0.1,0.55,99,1,1,8,6,8,1,0,4,6,1,12,3,11,4,8,1,7,7,0,5,6,8,5,3,1,4,2,0,10,11,9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
org.apache.jackrabbit.test.api.NodeTest,MEDIUM,913,0.61,11,0.53,8,29,0.36,3,26,5,4,5,0.47,3,1,1,2,0,1,2,2,0,2,0,110,28,13,0.45,13,0.48,0.17,93,7,9,7,0,2,2,1,12,12,6,7,2,2,3,9,10,9,0,4,11,4,2,10,7,11,7,0,3,2,1,12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
org.apache.jackrabbit.test.api.nodetype.PredefinedNodeTypeTest,MEDIUM,896,0.45,19,0.46,6,30,0.44,7,15,3,1,4,0.42,1,0,2,2,0,2,1,0,1,2,2,92,74,1,0.04,41,0.86,0.6,33,7,9,10,6,8,11,2,3,9,5,0,9,3,10,7,4,7,8,11,12,6,0,4,8,0,1,4,1,11,10,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
org.apache.jackrabbit.test.api.SerializationTest,MEDIUM,1078,0.31,11,0.53,9,33,0.38,1,7,7,0,5,0.45,2,0,1,1,2,1,0,2,1,0,1,80,85,27,0.99,1,0.72,0.27,99,7,11,2,3,1,2,5,8,1,9,1,5,3,12,5,3,1,2,8,1,5,9,2,3,10,6,0,2,0,1,8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
org.apache.jackrabbit.test.api.ShareableNodeTest,MEDIUM,1015,0.35,16,0.54,7,33,0.3,4,16,4,1,6,0.43,2,3,0,2,0,1,0,1,2,1,1,64,112,46,0.94,5,0.87,0.09,31,8,6,0,4,12,2,6,3,12,4,7,3,12,10,8,5,12,9,9,5,3,0,11,8,11,3,5,11,0,4,12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
org.apache.jackrabbit.test.api.util.Text,MEDIUM,1020,0.62,21,0.52,7,33,0.33,6,16,6,3,6,0.54,2,3,1,0,2,2,2,0,0,1,2,25,34,49,0.25,45,0.96,0.05,92,5,12,2,6,11,5,7,9,0,0,11,6,4,2,4,3,5,11,8,3,7,10,6,8,10,1,6,5,8,3,8,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
org.apache.jackrabbit.test.api.util.XMLChar,MEDIUM,1103,0.42,9,0.44,10,29,0.37,5,18,4,4,3,0.52,1,10,1,2,0,2,0,0,0,1,1,31,119,39,0.43,21,0.96,0.88,38,8,1,3,1,4,4,10,8,1,9,7,4,12,4,5,4,8,3,7,8,10,2,6,7,4,6,8,9,6,12,7,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
org.apache.jackrabbit.test.api.version.RestoreTest,MEDIUM,1104,0.3,12,0.53,7,34,0.36,7,17,5,1,5,0.43,0,1,1,2,1,2,2,2,2,0,2,112,43,6,0.67,10,0.45,0.95,56,0,10,11,7,8,11,1,2,6,4,6,10,3,8,8,7,7,6,11,7,12,11,1,4,0,8,5,1,7,12,12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
org.apache.jackrabbit.test.api.version.simple.RestoreTest,MEDIUM,1091,0.57,20,0.45,8,28,0.44,1,6,7,1,4,0.47,1,0,1,1,0,1,2,2,0,2,0,67,74,14,0.49,51,0.41,0.15,10,5,7,9,10,0,7,0,2,8,5,6,6,1,8,3,4,11,6,7,3,9,9,0,4,6,11,12,2,2,12,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
org.apache.jackrabbit.test.api.version.VersionHistoryTest,MEDIUM,1060,0.34,15,0.45,9,34,0.45,4,22,7,2,6,0.5,1,1,2,1,1,0,2,0,0,0,1,74,44,47,0.4,21,0.19,0.16,21,8,10,5,7,10,6,0,11,6,4,3,4,12,0,4,0,11,10,4,12,7,5,2,12,7,8,3,3,2,2,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
org.apache.jackrabbit.test.api.version.VersionTest,MEDIUM,982,0.38,8,0.55,5,28,0.39,7,25,5,4,4,0.47,1,3,1,1,2,1,1,0,1,1,1,98,105,9,0.44,40,0.88,0.55,20,3,12,0,0,6,6,2,6,3,0,6,10,4,6,7,9,1,0,10,12,9,8,2,11,2,6,0,11,0,10,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
org.apache.jackrabbit.test.XMLChar,MEDIUM,966,0.49,7,0.55,11,30,0.31,6,20,4,1,6,0.46,1,7,0,0,0,1,1,1,0,2,2,42,34,2,0.17,55,0.92,0.37,64,12,2,7,3,6,6,3,10,2,9,12,9,8,11,9,11,8,7,6,11,5,3,6,4,11,1,11,2,8,7,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
org.apache.jackrabbit.util.Text,MEDIUM,1036,0.33,12,0.52,6,27,0.42,10,31,6,4,4,0.5,2,3,0,0,1,2,0,1,1,1,0,71,41,23,0.49,49,0.44,0.18,84,10,9,11,10,7,3,12,4,10,7,2,9,12,3,6,4,2,8,4,5,11,1,2,12,3,7,7,7,7,11,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
org.apache.jackrabbit.util.XMLChar,MEDIUM,1091,0.43,13,0.49,8,29,0.32,6,15,7,3,6,0.5,0,6,0,2,0,2,0,0,2,0,2,55,114,9,0.03,14,0.89,0.58,12,6,4,2,3,7,1,10,9,7,5,2,6,1,3,0,3,3,8,9,8,11,4,4,3,6,10,11,12,9,0,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
org.apache.jackrabbit.webdav.jcr.AbstractResource,MEDIUM,1076,0.64,10,0.44,7,30,0.41,7,23,7,2,6,0.44,3,9,1,0,0,0,0,2,2,0,1,108,57,54,0.82,23,0.37,0.83,53,8,6,6,5,0,11,2,4,10,6,12,8,5,5,6,11,5,11,4,8,4,10,2,9,10,8,11,4,11,9,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.webdav.jcr.DefaultItemCollection,MEDIUM,903,0.35,13,0.54,8,31,0.41,5,24,6,3,5,0.46,0,0,2,0,1,0,1,2,0,2,1,68,85,28,0.46,11,0.36,0.09,54,4,1,3,2,12,3,2,11,10,3,4,7,10,4,9,9,7,9,4,0,2,7,1,11,7,11,10,7,3,8,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.webdav.jcr.transaction.TxLockManagerImpl,MEDIUM,1103,0.48,10,0.44,8,32,0.39,11,41,3,4,4,0.42,0,3,1,0,1,1,1,2,0,1,0,94,54,15,0.39,32,0.93,0.11,97,0,1,8,1,2,0,3,1,5,12,6,12,2,7,3,7,12,5,12,7,4,9,2,2,3,11,10,4,9,10,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.webdav.jcr.VersionControlledItemCollection,MEDIUM,932,0.49,21,0.41,11,30,0.32,12,30,7,5,3,0.47,2,4,1,2,0,0,1,1,0,2,2,55,28,33,0.37,22,0.86,0.27,21,5,9,9,11,2,5,8,0,5,4,8,12,2,8,8,12,12,4,3,7,5,6,7,11,9,0,5,10,11,4,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.webdav.server.AbstractWebdavServlet,NON-SEVERE,1003,0.45,19,0.49,8,32,0.36,2,5,4,1,6,0.45,3,3,2,1,2,0,0,0,1,0,0,109,95,0,0.21,17,0.09,0.16,60,0,8,4,3,3,6,11,5,5,3,7,12,9,7,9,11,10,8,3,7,0,4,6,5,10,12,7,0,11,0,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.webdav.simple.DavResourceImpl,MEDIUM,914,0.48,7,0.47,10,25,0.33,4,15,7,4,6,0.49,3,6,1,1,0,2,1,0,1,2,0,60,97,20,0.2,9,0.84,0.66,34,2,12,9,10,4,2,12,8,4,2,3,9,0,8,3,11,1,5,9,10,1,7,9,5,4,6,1,3,2,7,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.webdav.WebdavRequestImpl,NON-SEVERE,1079,0.37,20,0.47,7,25,0.34,2,4,3,1,4,0.44,0,2,0,0,1,1,1,0,1,1,1,93,114,55,0.66,27,0.34,0.43,52,1,10,11,0,3,5,3,1,9,4,4,2,11,10,6,10,9,8,1,6,11,8,2,9,12,11,5,12,6,5,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.webdav.xml.DomUtil,NON-SEVERE,1041,0.56,20,0.5,8,31,0.3,3,24,4,2,6,0.46,1,6,0,0,1,2,1,1,2,1,0,37,115,26,0.28,39,0.58,1,55,9,6,7,0,6,8,7,4,10,4,3,8,12,9,10,8,0,2,10,10,4,7,9,8,0,9,8,5,5,4,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
org.apache.lucene.index.TieredMergePolicy,NON-SEVERE,971,0.62,16,0.52,7,33,0.34,6,15,6,4,6,0.43,1,4,1,1,0,0,1,0,0,0,2,69,107,13,0.05,38,0.43,0.35,77,10,7,9,12,9,1,0,4,2,5,5,4,7,6,4,1,8,0,4,8,0,5,10,4,1,11,0,9,1,5,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.mahout.cf.taste.hadoop.item.RecommenderJobTest,SEVERE,971,0.64,15,0.47,6,32,0.39,16,42,3,3,3,0.54,0,8,1,0,1,0,2,0,2,1,0,66,25,32,0.88,20,0.36,0.47,62,8,5,12,1,9,9,11,12,6,7,3,6,0,0,3,8,0,4,4,6,4,0,8,5,5,7,3,0,8,1,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
org.apache.mahout.cf.taste.impl.common.FastByIDMap,SEVERE,1107,0.61,14,0.44,8,31,0.45,2,8,3,0,5,0.44,1,8,0,2,2,2,1,0,1,1,1,46,113,46,0.47,7,0.05,0.19,21,5,8,10,7,5,4,8,0,0,7,0,6,2,3,5,0,1,12,5,9,9,6,6,0,4,10,11,7,5,12,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.mahout.cf.taste.impl.common.FastMap,SEVERE,1094,0.42,20,0.41,8,27,0.32,13,37,6,3,4,0.54,1,10,0,1,1,0,2,1,1,2,1,53,119,13,0.08,21,0.19,0.93,94,8,2,9,6,3,2,4,2,2,10,1,8,6,4,10,5,12,12,0,1,8,9,10,2,0,5,10,6,10,9,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.mahout.cf.taste.impl.model.file.FileDataModel,SEVERE,901,0.64,9,0.46,6,26,0.45,7,18,6,1,6,0.4,3,5,2,1,2,1,2,0,2,0,1,64,65,8,0.62,12,0.53,0.64,91,9,10,0,9,3,7,11,12,4,7,4,1,12,11,4,9,11,3,7,2,5,7,12,6,12,5,9,7,6,6,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.mahout.cf.taste.impl.model.jdbc.AbstractJDBCDataModel,SEVERE,1000,0.57,19,0.53,8,25,0.44,6,34,4,4,5,0.41,2,9,2,0,2,1,2,1,1,1,0,32,28,16,0.41,46,0.1,0.51,51,12,10,12,5,3,1,12,9,0,9,2,7,4,10,1,3,6,5,10,4,8,11,1,0,3,9,1,12,5,8,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.mahout.cf.taste.impl.model.mongodb.MongoDBDataModel,SEVERE,929,0.5,11,0.46,11,31,0.45,6,33,7,4,3,0.49,2,8,1,0,0,1,0,1,2,2,0,33,60,6,0.28,50,0.97,0.63,15,4,11,7,10,11,12,8,3,8,12,6,10,8,10,7,9,11,6,4,5,12,4,8,4,4,1,3,0,7,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.mahout.math.AbstractMatrix,SEVERE,1062,0.49,11,0.49,5,30,0.45,7,37,7,3,4,0.45,0,3,1,1,1,0,1,0,1,0,2,35,32,12,0.48,37,0.88,0.86,48,2,5,8,4,2,5,0,7,10,10,5,11,10,12,7,4,8,8,5,2,6,4,8,6,3,5,9,9,4,11,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.mahout.math.AbstractVector,SEVERE,1108,0.47,19,0.51,7,25,0.37,12,33,3,3,3,0.41,3,0,2,1,0,2,0,0,2,2,1,50,46,53,0.17,20,0.79,0.17,62,3,6,8,9,12,7,1,6,7,4,11,5,5,8,7,0,3,2,5,8,9,8,10,11,11,9,12,4,12,9,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.mahout.math.Arrays,SEVERE,1076,0.64,9,0.43,5,25,0.33,6,31,6,4,5,0.51,1,5,1,2,0,0,2,0,1,1,1,89,93,14,0.76,55,0.8,0.07,36,2,0,3,1,8,4,5,7,1,4,11,9,9,5,10,12,12,7,5,1,8,8,4,5,5,4,7,9,0,4,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.mahout.math.function.Functions,SEVERE,949,0.32,20,0.45,9,28,0.32,16,30,4,5,4,0.49,0,10,1,2,1,2,1,2,0,1,2,118,70,42,0.78,37,0.43,0.98,83,2,2,10,2,0,5,3,6,11,10,10,4,12,4,1,12,4,6,11,3,2,1,8,9,4,10,5,1,6,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.mahout.math.list.Abstract$,SEVERE,923,0.46,18,0.51,10,31,0.34,16,31,5,5,3,0.51,2,4,2,1,1,2,0,2,2,1,1,97,29,2,0.2,54,0.23,0.22,29,11,9,6,0,12,11,12,3,10,10,0,2,1,1,3,10,10,6,6,1,0,12,0,4,8,2,8,12,9,6,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.mahout.math.Sorting,SEVERE,951,0.6,17,0.5,9,28,0.35,6,40,4,5,4,0.49,1,8,1,2,2,0,0,2,1,2,0,94,68,38,0.65,54,0.83,0.62,13,10,4,5,6,9,9,6,0,8,0,6,5,6,7,1,8,8,10,3,8,1,9,3,3,11,4,2,0,1,7,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.mahout.math.VectorTest,SEVERE,1028,0.59,7,0.5,8,32,0.42,3,20,7,3,3,0.48,2,1,1,0,2,1,2,0,0,2,1,27,48,30,0.18,11,0.73,0.5,36,5,2,1,12,0,0,5,12,8,3,11,0,7,5,10,11,1,9,7,6,5,2,12,4,12,2,7,12,0,2,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.JobControlCompiler,MEDIUM,1029,0.55,8,0.44,11,33,0.32,6,18,5,4,4,0.53,1,6,1,0,1,2,2,0,0,0,1,55,77,39,0.82,39,0.87,0.3,69,0,2,5,0,6,0,10,11,10,6,10,1,2,7,6,12,9,7,7,0,10,6,8,3,2,6,1,3,7,11,10,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.MRCompiler,MEDIUM,1060,0.48,9,0.46,11,30,0.4,6,19,3,2,3,0.52,0,0,1,1,0,1,2,1,0,1,0,63,46,32,0.11,11,0.89,0.64,63,3,11,3,8,0,3,9,5,4,0,1,1,10,7,3,12,1,3,12,5,2,8,2,5,4,11,7,9,4,2,8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.MultiQueryOptimizer,MEDIUM,956,0.53,12,0.51,9,32,0.37,3,18,6,2,3,0.43,3,10,0,0,0,1,1,0,0,2,0,33,93,36,0.22,25,0.79,0.76,88,4,2,3,4,0,0,11,10,6,4,10,3,7,0,10,11,12,4,3,5,10,2,9,4,4,10,3,4,6,6,11,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
org.apache.pig.backend.hadoop.executionengine.physicalLayer.relationalOperators.POForEach,NON-SEVERE,960,0.32,21,0.46,11,28,0.42,3,20,6,2,5,0.49,3,6,0,1,2,2,2,1,2,1,2,89,102,29,0.96,28,0.93,0.83,68,9,5,7,2,7,5,8,11,1,6,10,12,6,7,4,11,8,2,3,3,2,12,6,11,0,5,10,1,4,2,8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
org.apache.pig.backend.hadoop.executionengine.physicalLayer.relationalOperators.POLocalRearrange,NON-SEVERE,1068,0.32,15,0.54,5,29,0.37,0,3,7,0,6,0.48,1,0,2,1,2,0,0,1,0,0,2,103,36,55,0.66,4,0.94,0.52,32,4,10,8,3,7,8,8,10,9,4,12,11,2,4,1,0,10,0,8,1,3,0,7,4,1,7,5,10,2,9,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
org.apache.pig.backend.hadoop.executionengine.tez.plan.TezCompiler,NON-SEVERE,1008,0.37,9,0.52,11,26,0.37,1,6,3,0,5,0.42,0,10,2,2,0,2,1,2,2,1,2,119,93,4,0.29,27,0.77,0.68,2,5,3,0,4,0,10,10,3,1,4,0,3,9,5,3,8,2,3,4,10,3,2,11,0,12,4,10,3,10,11,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
org.apache.pig.backend.hadoop.executionengine.tez.TezDagBuilder,NON-SEVERE,1066,0.44,20,0.5,6,30,0.44,7,26,6,3,4,0.47,3,0,2,0,0,0,0,0,0,2,1,44,66,40,0.56,50,0.65,0.16,21,11,4,1,3,10,11,3,0,5,2,3,7,2,6,3,11,12,12,12,3,0,12,11,5,5,7,3,1,4,6,10,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
org.apache.pig.backend.hadoop.hbase.HBaseStorage,NON-SEVERE,1037,0.34,9,0.43,9,28,0.38,2,7,7,1,6,0.49,0,2,0,1,1,0,2,0,1,0,2,48,120,10,0.48,23,0.7,0.23,80,3,10,1,12,5,11,12,0,8,10,9,3,11,4,9,1,3,4,8,12,4,1,10,5,5,1,5,12,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.pig.Builtin,MEDIUM,968,0.43,9,0.48,7,27,0.3,4,15,7,3,3,0.46,0,0,0,0,2,0,2,0,1,2,2,112,38,37,0.8,5,0.78,0.37,25,12,4,8,3,10,3,5,10,0,11,4,9,4,9,11,7,10,6,9,5,8,12,11,11,7,10,4,8,4,8,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
org.apache.pig.builtin.OrcStorage,NON-SEVERE,1071,0.4,9,0.52,8,30,0.35,5,41,5,4,5,0.46,2,2,2,1,0,0,2,0,1,0,0,77,106,24,0.63,3,0.61,0.05,39,0,8,4,9,8,9,2,10,2,10,10,3,7,8,10,5,1,6,12,9,10,2,1,2,5,0,0,2,4,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
org.apache.pig.builtin.TestAvroStorage,NON-SEVERE,1074,0.34,18,0.5,11,29,0.45,0,5,5,1,5,0.53,1,7,1,2,2,1,0,2,1,1,0,63,37,15,0.04,24,0.58,0.12,87,0,2,6,0,9,0,5,10,1,0,9,4,3,9,7,9,8,4,1,3,8,0,7,2,11,12,7,12,0,7,3,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
org.apache.pig.data.BinInterSedes,NON-SEVERE,902,0.39,7,0.41,9,29,0.42,0,6,7,0,4,0.45,3,4,2,0,0,0,2,0,0,0,0,105,54,53,0.45,54,0.16,0.11,82,7,10,8,6,4,11,0,4,3,6,9,9,5,0,10,1,6,7,11,5,6,2,7,1,0,8,2,11,3,8,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
