smell,class,criticality,comments,coupling,changehistory,cohesion,size,complexity,production,testing
shotgun-surgery,org.apache.cxf.ws.rm.persistence.jdbc.RMTxStore,1,"
coupling too high… 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.ws.rm.persistence.jdbc.RMTxStoreTestBase,1,"
I would move methods to different locations, this would reduce the number of changes of this class.
",0,1,0,0,0,0,0
shotgun-surgery,org.apache.cxf.ws.rm.RMEndpoint,1,"
coupling and cohesion should be re-fixed.
",1,0,1,0,0,0,0
shotgun-surgery,org.apache.cxf.ws.rm.RMManager,1,"
some elements may be moved to improve cohesion.
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.cxf.ws.rm.RMManagerTest,1,"
I don't really understand the goal of certain methods.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.ws.rm.soap.RetransmissionQueueImpl,1,"
perhaps, certain methods have too many calls.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.ws.rm.VersionTransformer,1,"
most of the methods are complex.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.ws.security.trust.AbstractSTSClient,1,"
the class seems not very cohesive.
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.cxf.ws.security.wss4j.PolicyBasedWSS4JInInterceptor,1,"
a number of methods have relations with other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.ws.security.wss4j.policyhandlers.AbstractBindingBuilder,1,"
unclear fit of methods and use of parameters.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.ws.security.wss4j.StaxRoundTripTest,1,"
high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.ws.security.wss4j.StaxToDOMRoundTripTest,1,"
lots of method calls.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.ws.security.wss4j.WSS4JInInterceptor,1,"
the data used by the class mostly comes from external classes, this makes it like a hub.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.wsdl.service.factory.ReflectionServiceFactoryBean,1,"
methods call other methods that call other methods.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.wsdl11.ServiceWSDLBuilder,1,"
the class is large enough to be divided. 
",0,0,0,1,0,0,0
shotgun-surgery,org.apache.cxf.wsdl11.WSDLServiceBuilder,1,"
maintaining this class can be hard because it is related to a number of other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.wsdl11.WSDLServiceBuilderTest,1,"
low cohesion.
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.api.security.user.GroupTest,2,"
the coupling of this class looks high.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.api.security.user.UserManagerSearchTest,2,"
many classes have relations with this class.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.aws.ext.ds.S3Backend,2,"
external methods are often called by this class.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.commons.AbstractNode,1,"
the class uses many other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.commons.cnd.CompactNodeTypeDefReader,1,"
methods should be better collaborate to the goal of the class.
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.commons.JcrUtils,1,"
methods are poorly cohesive.
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.commons.json.JsonParserTest,1,"
the responsibilities of the methods are not very well understandable.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.commons.query.GQL,1,"
code is complex.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.commons.query.sql2.Parser,1,"
too many data requested to other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.BatchedItemOperations,2,"
this is a kind of hub toward other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.CachingHierarchyManager,2,"
the amount of services requested by this class is high.
",1,0,0,0,0,1,0
shotgun-surgery,org.apache.jackrabbit.core.cluster.ClusterNode,2,"
the methods of this class seem to use too often other classes to proceed with their job.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.config.RepositoryConfig,2,"
high coupling, complex code.
",1,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.core.data.CachingDataStore,1,"
it seems to me that the main problem of this class is the amount of data requested by other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.data.db.DbDataStore,1,"
some methods should be moved for improving readability.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.core.data.MultiDataStore,1,"
method calls are too many.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.data.TestCaseBase,1,"
coupling may be increased.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.fs.db.DatabaseFileSystem,2,"
the class lacks of documentation and is coupled to other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.HierarchyManagerImpl,2,"
coupling is high.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.ItemManager,2,"
the class should be improved in terms of how methods call other methods.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.journal.DatabaseJournal,2,"
the coupling should be reduced.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.lock.LockManagerImpl,2,"
methods of the class use too many data from other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.NodeImpl,2,"
yes, I notice a high coupling here. 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.nodetype.EffectiveNodeType,2,"
the class is coupled to others.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.nodetype.NodeTypeRegistry,2,"
high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.nodetype.xml.TestAll,2,"
it's clear that the class makes to many calls.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.core.observation.EventState,2,"
lack of design, the class has low cohesion and high coupling.
",1,0,1,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.persistence.bundle.AbstractBundlePersistenceManager,2,"
there are methods having too much to do with other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.persistence.db.DatabasePersistenceManager,2,"
the methods are not really cohesive.
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.persistence.pool.BundleDbPersistenceManager,1,"
the cohesion of the class is low.
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.persistence.util.BundleReader,1,"
high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.persistence.util.NodePropBundle,1,"
complex code due to too many calls.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.core.persistence.xml.XMLPersistenceManager,1,"
it seems that this is a problem of design due to high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.PropertyImpl,2,"
lot of methods call lot of methods. 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.query.lucene.AbstractIndex,1,"
class is too much coupled with many other classes. 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.query.lucene.CachingIndexReader,1,"
the coupling is particularly high in this case.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.query.lucene.ChildAxisQuery,1,"
some methods could do their work without requesting too many data.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.query.lucene.ConsistencyCheck,1,"
coupling is high and there is no documentation.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.query.lucene.LuceneQueryBuilder,1,"
the class' methods call too many times other methods.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.query.lucene.LuceneQueryFactory,0,"
the class does some external calls.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.query.lucene.MoreLikeThis,0,"
methods of this class have relation with other methods
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.query.lucene.MultiIndex,0,"
the cohesion may be improved.
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.query.lucene.NodeIndexer,0,"
there are several methods calling other classes. 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.query.lucene.RowIteratorImpl,0,"
coupling is relatively high.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.RepositoryImpl,2,"
the coupling of the class is high and this makes the code quite complex to understand.
",1,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.core.security.authentication.AbstractLoginModule,0,"
in some cases, the class may be less proactive in asking resources.
",0,0,0,0,0,1,0
shotgun-surgery,org.apache.jackrabbit.core.security.authorization.AbstractWriteTest,0,"
the methods of the class use data from external resources.
",1,0,0,0,0,1,0
shotgun-surgery,org.apache.jackrabbit.core.security.authorization.PrivilegeRegistry,0,"
there is too high coupling here.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.security.user.GroupImpl,0,"
data are not retained in the class. 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.security.user.UserImporter,0,"
some methods could be moved somewhere else. 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.security.user.UserImporterTest,0,"
the cohesion of this class is low and may be improved.
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.security.user.UserManagerImpl,0,"
it looks like some of the methods could be moved.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.security.user.UserManagerImplTest,0,"
different methods do different things. 
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.SessionImpl,2,"
not fully convinced by how methods use external resources. 
",1,0,0,0,0,1,0
shotgun-surgery,org.apache.jackrabbit.core.state.NodeState,0,"
the code can be seen as complex.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.core.state.NodeStateMergerTest,1,"
methods are not very much connected to each other.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.state.SessionItemStateManager,0,"
the readability is threatened by the many calls that the class does.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.core.state.SharedItemStateManager,1,"
the class may reduce the number of calls it performs by moving methods to different locations.
",0,0,0,1,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.version.InternalVersionHistoryImpl,1,"
high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.version.InternalVersionManagerBase,1,"
the class makes several calls to other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.version.InternalVersionManagerImpl,1,"
a number of classes are called by it.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.version.InternalXAVersionManager,1,"
the code is complex because if you want to understand it you have to follow the calls that the class does.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.core.version.NodeStateEx,1,"
some methods can be moved to avoid excessive coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.WorkspaceImpl,2,"
there is a high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.XATest,2,"
the class uses too many classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.j2ee.RepositoryStartupServlet,0,"
some methods suffer from high coupling. 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.jcr2spi.hierarchy.ChildNodeEntriesImpl,1,"
the operations are not made in-house.
",0,0,0,0,0,1,0
shotgun-surgery,org.apache.jackrabbit.jcr2spi.hierarchy.NodeEntryImpl,1,"
the class has high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.jcr2spi.lock.LockManagerImpl,1,"
class might be split in two. 
",0,0,0,1,0,0,0
shotgun-surgery,org.apache.jackrabbit.jcr2spi.NodeImpl,1,"
there are too many methods.
",0,0,0,1,0,0,0
shotgun-surgery,org.apache.jackrabbit.jcr2spi.nodetype.NodeTypeRegistryImpl,2,"
too high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.jcr2spi.PropertyImpl,1,"
a number of problems, like missing docs, too many calls etc.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.jcr2spi.SessionImpl,1,"
the number of classes invoked looks high.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.jcr2spi.WorkspaceManager,1,"
coupling too high.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.rmi.client.ClientNode,1,"
the methods do not cooperate with each other but rather use external methods. 
",1,0,1,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.rmi.client.ClientSession,1,"
coupling looks high.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.rmi.server.ServerNode,1,"
there are methods performing to many calls.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.server.io.DefaultHandler,1,"
data are gathered by external classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.server.remoting.davex.JsonDiffHandler,1,"
there are too many LOC in this class and some methods are overly complex.
",0,0,0,1,1,0,0
shotgun-surgery,org.apache.jackrabbit.spi.commons.AbstractRepositoryService,2,"
poorly understandable.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.spi.commons.logging.RepositoryServiceLogger,2,"
low design quality impacts readability.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.spi.commons.name.NameConstants,2,"
the methods of this class are not very well related to each other. 
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.spi.commons.nodetype.NodeTypeDefDiff,2,"
cohesion is low.
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.spi.commons.query.qom.QueryObjectModelFactoryImpl,2,"
the class relies too much on other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.spi.commons.query.sql.JCRSQLParser,1,"
code duplication, missing documentation, low cohesion, high coupling.
",1,0,1,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.spi.commons.query.sql.JCRSQLParserTokenManager,1,"
the methods do too much.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.spi.commons.query.sql.JCRSQLQueryBuilder,1,"
some of these methods could be split to make them less complex.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.spi.commons.query.sql.QueryFormat,1,"
the code is sometimes overly complex. 
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.spi.commons.query.xpath.XPath,1,"
the class makes too many calls.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.spi.commons.query.xpath.XPathQueryBuilder,1,"
high coupling. 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.spi.commons.query.xpath.XPathTokenManager,1,"
too many classes are related to this one. 
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.spi.RepositoryService,2,"
the class is coupled to at least 4 different classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.spi2dav.RepositoryServiceImpl,1,"
hard to udnerstand because of the lack of comments on how to use methods. 
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.spi2davex.BatchTest,1,"
code is complex and seems to be affected by some form of spaghetti code. 
",0,0,1,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.spi2davex.RepositoryServiceImpl,1,"
the class is too big and many methods should be simplified. 
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.spi2jcr.RepositoryServiceImpl,1,"
cohesion should be improved. 
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.standalone.cli.info.AbstractLsNodes,0,"
the coherence of the methods wrt the responsibility of the class should be explicit. 
",0,0,1,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.test.AbstractJCRTest,1,"
there are methods that do too much.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.test.api.ExportDocViewTest,1,"
methods are calling too much things from others.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.test.api.NodeReadMethodsTest,1,"
there is poor communication between the methods. 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.test.api.NodeTest,1,"
high coupling, complex code.
",1,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.test.api.nodetype.PredefinedNodeTypeTest,1,"
the coupling should be made lower.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.test.api.SerializationTest,1,"
too many methods calls.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.test.api.ShareableNodeTest,1,"
the amount of data requested from outside is worrying.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.test.api.util.Text,1,"
there are methods calling too much.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.test.api.version.simple.RestoreTest,1,"
too coupled with the system. 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.test.api.version.VersionHistoryTest,1,"
class is not cohesive, the coupling seems high.
",1,0,1,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.test.api.version.VersionTest,1,"
there are several classes that participate to the activities of this one. 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.util.Text,1,"
class does too much.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.util.XMLChar,1,"
some splitting may be done to increase connectivity.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.webdav.jcr.DefaultItemCollection,1,"
the cohesion of the class may be improved.
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.webdav.jcr.transaction.TxLockManagerImpl,1,"
among the top issues, I see complexity and repetitiveness of the code.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.webdav.jcr.VersionControlledItemCollection,1,"
a number of methods call too many methods coming from other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.webdav.server.AbstractWebdavServlet,0,"
not very well designed, the number of external calls is too high. 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.webdav.simple.DavResourceImpl,1,"
the code may be simplified.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.webdav.WebdavRequestImpl,0,"
high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.webdav.xml.DomUtil,0,"
there are some methods that are too complex to understand.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.lucene.index.TieredMergePolicy,0,"
some methods do too many calls.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.mahout.cf.taste.hadoop.item.RecommenderJobTest,2,"
the complexity of this class is basically due to the high number of calls it performs.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.mahout.cf.taste.impl.common.FastByIDMap,2,"
this class has a high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.mahout.cf.taste.impl.common.FastMap,2,"
many classes participate to the functionalities of this class.
",1,0,0,0,0,1,0
shotgun-surgery,org.apache.mahout.cf.taste.impl.model.file.FileDataModel,2,"
there is an excessive amount of method calls.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.mahout.cf.taste.impl.model.jdbc.AbstractJDBCDataModel,2,"
the class appears to be tight to other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.mahout.cf.taste.impl.model.mongodb.MongoDBDataModel,2,"
there is an inappropriate number of calls.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.mahout.math.AbstractMatrix,2,"
the code is made complex by the many method calls it does.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.mahout.math.AbstractVector,2,"
lack of documentation, code is hard to understand.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.mahout.math.Arrays,2,"
several methods do too many calls.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.mahout.math.function.Functions,2,"
too many calls.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.mahout.math.list.Abstract$,2,"
the class contains methods with high coupling and with complex code.
",1,0,0,0,1,0,0
shotgun-surgery,org.apache.mahout.math.Sorting,2,"
too high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.mahout.math.VectorTest,2,"
the number of methods doing calls is high. 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.JobControlCompiler,1,"
the methods often call a lot of other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.MRCompiler,1,"
several methods should be moved to reduce coupling. 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.MultiQueryOptimizer,1,"
the coupling is a problem.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.pig.backend.hadoop.executionengine.physicalLayer.relationalOperators.POForEach,0,"
not clear the role of certain methods with this class.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.pig.backend.hadoop.executionengine.physicalLayer.relationalOperators.POLocalRearrange,0,"
the readability can be improved, for instance by adding comments.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.pig.backend.hadoop.executionengine.tez.plan.TezCompiler,0,"
not all methods are in the proper location, increasing the coupling of the class.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.pig.backend.hadoop.executionengine.tez.TezDagBuilder,0,"
sometimes the methods rely too much on external resources.
",1,0,0,0,0,1,0
shotgun-surgery,org.apache.pig.backend.hadoop.hbase.HBaseStorage,0,"
this is hard to test, given the environment required.
",0,0,0,0,0,0,1
shotgun-surgery,org.apache.pig.Builtin,1,"
there are methods that are too hard to udnerstand. 
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.pig.builtin.OrcStorage,0,"
documentation is lacking and it makes hard to understand some methods.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.pig.builtin.TestAvroStorage,0,"
too high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.pig.data.BinInterSedes,0,"
some of the methods are placed in the wrong class.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.pig.data.DataType,2,"
the class has an extremely high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.pig.data.SchemaTuple,2,"
too many calls toward other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.pig.DataBag,0,"
high coupling and low cohesion, exactly the opposite of what should be.
",1,0,1,0,0,0,0
shotgun-surgery,org.apache.pig.EvalPipeline,0,"
too many calls to other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.pig.EvalPipelineLocal,0,"
high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.pig.Grunt,0,"
too many classes play a role in the activities made by this class.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.pig.HBaseStorage,0,"
the code is often complex, this can create issues with other devs touching it.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.pig.impl.io.FileLocalizer,2,"
the code is made complex, the class would need some refactoring to reduce the number of methods contained in it.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.pig.impl.logicalLayer.schema.Schema,2,"
high coupling, the code is complex, hard to understand and to modify.
",1,1,0,0,1,0,0
shotgun-surgery,org.apache.pig.impl.PigContext,2,"
the coupling of this class is worrying.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.pig.impl.plan.OperatorPlan,0,"
some parts of the class may be made simpler.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.pig.LogicalPlanBuilder,0,"
perhaps some methods should be moved 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.pig.MacroExpansion,0,"
methods do several calls. 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.pig.MergeJoin,0,"
the actual functionalities of the class are hidden behind the many calls it does.
",0,0,0,0,1,1,0
shotgun-surgery,org.apache.pig.MRCompiler,0,"
high coupling. 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.pig.MultiQueryCompiler,0,"
the class can be organized better to avoid that other classes are called.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.pig.newplan.logical.relational.LogicalSchema,0,"
while some methods are a bit too complex, the main problem is that many classes are called from them. 
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.pig.newplan.logical.relational.LogToPhyTranslationVisitor,0,"
coupling is becoming high.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.pig.newplan.logical.visitor.TypeCheckingRelVisitor,0,"
there are a lot of classes called by this class.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.pig.parser.LogicalPlanBuilder,0,"
high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.pig.scripting.jruby.RubySchema,0,"
coupling preservation should be applied. 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.pig.test.pigmix.datagen.DataGenerator,0,"
too many calls inside this class.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.pig.test.utils.GenPhyOp,0,"
maintaining the class can become hard because it is related to a number of other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.pig.tools.grunt.GruntParser,0,"
methods are too complex and not really understandable.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.solr.cloud.AbstractFullDistribZkTestBase,0,"
pretty high coupling worsen readability.
",1,0,0,0,1,0,0
shotgun-surgery,org.apache.solr.cloud.BasicDistributedZk,0,"
there exist method chains that can be avoided.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.solr.cloud.CollectionsAPIDistributedZkTest,0,"
the coupling should be kept under control at some point.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.solr.cloud.OverseerCollectionProcessor,0,"
it changes frequently, despite almost never with serious consequences.
",0,1,0,0,0,0,0
shotgun-surgery,org.apache.solr.cloud.OverseerTest,0,"
I'd refactor this class to increase the interaction of the methods it contains.
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.solr.cloud.ZkController,0,"
part of the code is too hard to udnerstand, some comments should be added.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.solr.core.CoreContainer,0,"
most of the data are got from external data holders.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.solr.core.SolrCore,0,"
the code may be made simpler. 
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.solr.core.SolrResourceLoader,0,"
methods of this class rely on external classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.tools.bzip2r.CBZip2OutputStream,1,"
the cohesion of the class should be improved.
",0,0,1,0,0,0,0
