smell,class,comments,coupling,changehistory,cohesion,size,complexity,production,testing
spaghetti-code,org.apache.jackrabbit.spi.commons.query.sql.JCRSQLQueryBuilder,"
presence of a lot of complex methods.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.spi.commons.query.xpath.XPath,"
the class is difficult to read, methods are not designed properly.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.spi.commons.query.xpath.XPath,"
the scope of the class is not very well understandable.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.spi.commons.query.xpath.XPathQueryBuilder,"
many methods without a clear goal. 
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.spi.commons.query.xpath.XPathQueryBuilder,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.spi.commons.query.xpath.XPathTokenManager,"
the use of parameters is lacking.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.spi.commons.query.xpath.XPathTokenManager,"
the code is way too complex.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.spi.RepositoryService,"
lack of use of parameters in the many methods of the class.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.spi.RepositoryService,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.spi2dav.DavPropertyTest,"
too much code, with long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.spi2dav.DavPropertyTest,"
long methods present here.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.spi2dav.RepositoryServiceImpl,"
many methods should be made simpler.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.spi2dav.RepositoryServiceImpl,"
the number of long methods is high.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.spi2jcr.RepositoryServiceImpl,"
long methods threaten its understandability.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.spi2jcr.RepositoryServiceImpl,"
class with several long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.standalone.cli.info.AbstractLsNodes,"
documentation lacks
",0,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.standalone.cli.info.AbstractLsNodes,"
the methods of this class are overly long and complex.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.test.AbstractJCRTest,"
too many long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.test.AbstractJCRTest,"
complex and huge methods.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.test.api.ExportDocViewTest,"
the class contains code that should be refactored.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.test.api.ExportDocViewTest,"
the class is not designed as an object-oriented one.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.test.api.NodeReadMethodsTest,"
the methods do not use parameters.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.test.api.NodeReadMethodsTest,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.test.api.NodeTest,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.test.api.NodeTest,"
poor methods.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.test.api.nodetype.NodeTypeUtil,"
there is no use of parameters.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.test.api.nodetype.NodeTypeUtil,"
the code is too complex and hard to understand.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.test.api.SerializationTest,"
easy to say, methods are too long and complex.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.test.api.SerializationTest,"
no parameters used, no interaction between methods.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.test.api.ShareableNodeTest,"
the complexity of many methods should be reduced.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.test.api.ShareableNodeTest,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.test.api.util.Text,"
many methods are long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.test.api.util.Text,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.test.api.version.RestoreTest,"
many long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.test.api.version.RestoreTest,"
the class is too long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.test.api.version.simple.RestoreTest,"
the code should be reorganized to contain less, bette designed, methods.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.test.api.version.simple.RestoreTest,"
the goal of the class is unclear.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.test.api.version.VersionHistoryTest,"
complex code, which is likely to be hard to understand for other developers.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.test.api.version.VersionHistoryTest,"
it may contain some complex method.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.test.api.version.VersionTest,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.test.api.version.VersionTest,"
the methods of the class look too complex.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.util.Text,"
the class risks to be prone to bugs, given that many methods are long and badly designed.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.util.Text,"
there is the high chance of having bugs in these methods.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.value.ValueHelper,"
there is no documentation for the many long methods of the class.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.value.ValueHelper,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.webdav.header.IfHeader,"
code may be improved, esp. the methods that are too long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.webdav.header.IfHeader,"
the methods are too long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.webdav.jcr.DefaultItemCollection,"
long code, hard to maintain.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.webdav.jcr.DefaultItemCollection,"
poorly designed methods.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.webdav.server.AbstractWebdavServlet,"
the code contains long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.webdav.server.AbstractWebdavServlet,"
many methods should be redesigned for size.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.webdav.simple.DavResourceImpl,"
long methods, lack of parameters, likely to become buggy. 
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.webdav.simple.DavResourceImpl,"
methods are long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.webdav.WebdavRequestImpl,"
the class has complex code
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.webdav.WebdavRequestImpl,"
too complex class.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.webdav.xml.DomUtil,"
the functions implemented in the class are not properly defined.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.webdav.xml.DomUtil,"
the class seems to be a mere container of methods.
",0,0,1,0,0,0,0
spaghetti-code,org.apache.lucene.analysis.br.BrazilianStemmer,"
many methods could be better designed.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.lucene.analysis.charfilter.HTMLStripCharFilter,"
the code is too long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.lucene.analysis.core.TestRandomChains,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.lucene.analysis.en.KStemmer,"
several methods would require some division.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.lucene.analysis.hunspell.Dictionary,"
the class contains several unrelated methods.
",0,0,1,0,0,0,0
spaghetti-code,org.apache.lucene.analysis.ja.util.ToStringUtil,"
the method implements a set of operations without a clearly defined common goal.
",0,0,0,0,0,1,0
spaghetti-code,org.apache.lucene.analysis.miscellaneous.ASCIIFoldingFilter,"
it is not really possible to understand many of the large methods of this class.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.lucene.analysis.standard.UAX29URLEmailTokenizerImpl,"
long and complex methods.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.lucene.analysis.standard.WordBreakTestUnicode_6_3_0,"
the understandability of the class is low.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.lucene.analysis.synonym.TestSynonymMapFilter,"
externals may have difficulties in dealing with the complexity of certain methods.
",1,0,0,0,1,0,0
spaghetti-code,org.apache.lucene.analysis.wikipedia.WikipediaTokenizerImpl,"
the tokenizer should be improved with respect to its size and the methods it contains.
",0,0,0,1,0,1,0
spaghetti-code,org.apache.lucene.codecs.lucene50.Lucene50DocValuesProducer,"
the code may be improved.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.lucene.codecs.lucene50.Lucene50PostingsReader,"
many methods are complex.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.lucene.index.CheckIndex,"
documentation is missing, the code is too complex. 
",0,0,0,0,1,0,0
spaghetti-code,org.apache.lucene.index.ConcurrentMergeScheduler,"
long methods that could be better designed.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.lucene.index.IndexWriter,"
a lot of long methods, this is the problem with this class.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.lucene.index.SegmentInfos,"
methods are too long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.lucene.index.SortingLeafReader,"
The code contains many methods that dont use params.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.lucene.index.TestAddIndexes,"
the class contains a number of long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.lucene.index.TestBackwardsCompatibility,"
poor use of parameters, too long code.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.lucene.index.TestBinaryDocValuesUpdates,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.lucene.index.TestDemoParallelLeafReader,"
there are several methods that do not have a clear goal.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.lucene.index.TestDirectoryReader,"
many methods may be split and made simpler.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.lucene.index.TestDocValuesIndexing,"
while the class does what it does, it implements a number of methods that may be split.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.lucene.index.TestIndexWriter,"
too many long methods. 
",0,0,0,1,0,0,0
spaghetti-code,org.apache.lucene.index.TestIndexWriterDelete,"
the class does several things and it does not seem that the methods have a common objective.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.lucene.index.TestIndexWriterExceptions,"
too many complex methods.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.lucene.index.TestIndexWriterReader,"
the class may be notably improved to have better methods.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.lucene.index.TestNumericDocValuesUpdates,"
the code may be too complex for other developers.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.lucene.index.TestTermsEnum,"
many methods, too long and complex. 
",0,0,0,1,1,0,0
spaghetti-code,org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.JobControlCompiler,"
long code.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.MRCompiler,"
LOC too high.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.MultiQueryOptimizer,"
the code is pretty complex.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.pig.backend.hadoop.executionengine.physicalLayer.expressionOperators.POCast,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.pig.backend.hadoop.executionengine.tez.plan.TezCompiler,"
too many long methods used here.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.pig.backend.hadoop.hbase.HBaseStorage,"
the code is long and complex.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.pig.data.BinInterSedes,"
the methods seem not very well designed. 
",0,0,0,0,0,0,0
spaghetti-code,org.apache.pig.data.DataType,"
a number of long methods hide its understandability.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.pig.data.SchemaTuple,"
the code is complex to read because of the many overly long methods.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.pig.data.SchemaTupleClassGenerator,"
the class seems to have functions rather than methods.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.pig.impl.io.FileLocalizer,"
too many long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.pig.impl.logicalLayer.schema.Schema,"
likely, the code has became hard to understand because of the many methods of the class.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.pig.impl.PigContext,"
the objective of the class is not very well defined, methods do not seem to contribute to a single funcitonality.
",0,0,0,0,0,1,0
spaghetti-code,org.apache.pig.impl.plan.OperatorPlan,"
many long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.pig.Main,"
many methods are too long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.pig.newplan.logical.relational.LogicalSchema,"
class is overly long and has a number of long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.pig.newplan.logical.relational.LogToPhyTranslationVisitor,"
too many long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.pig.parser.LogicalPlanBuilder,"
the class is not appropriately designed.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.pig.pen.AugmentBaseDataVisitor,"
the code is complex and hard to understand.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.pig.piggybank.evaluation.Over,"
the class is badly designed.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.pig.piggybank.evaluation.TestOver,"
the class contains many long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.pig.piggybank.storage.IndexedStorage,"
some methods are extremely long and complex. 
",0,0,0,1,1,0,0
spaghetti-code,org.apache.pig.PigServer,"
the code is overly complex and many methods are too long.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.pig.scripting.jruby.RubySchema,"
the schema is not well designed.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.pig.test.pigmix.datagen.DataGenerator,"
the methods are often too long and badly designed.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.pig.test.TestBuiltin,"
hard to understand.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.pig.test.TestDataBag,"
too many methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.pig.test.TestEvalPipeline,"
long methods, poor use of parameters.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.pig.test.TestEvalPipeline2,"
the class cannot be easily understood.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.pig.test.TestEvalPipelineLocal,"
it has several long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.pig.test.TestGrunt,"
the methods are too complex to understand.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.pig.test.TestHBaseStorage,"
the maintainability of this class is low.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.pig.test.TestLogicalPlanBuilder,"
poor quality.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.pig.test.TestMacroExpansion,"
the code should be improved.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.pig.test.TestMRCompiler,"
too many methods and too many long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.pig.test.TestMultiQueryCompiler,"
A number of methods cannot be easily understood.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.pig.test.TestNewPlanLogToPhyTranslationVisitor,"
the class has several complex methods.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.pig.test.TestNewPlanOperatorPlan,"
the code is complex. 
",0,0,0,0,1,0,0
spaghetti-code,org.apache.pig.test.TestNewPlanPushDownForeachFlatten,"
too many long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.pig.test.TestNewPlanPushUpFilter,"
the class provides several methods whcih are long and perhaps too complex. 
",0,0,0,1,1,0,0
spaghetti-code,org.apache.pig.test.TestParamSubPreproc,"
to many lines of code.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.pig.test.TestPigRunner,"
long code.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.pig.test.TestPigServer,"
the code is complex. 
",0,0,0,0,1,0,0
spaghetti-code,org.apache.pig.test.TestPOCast,"
poor maintainability.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.pig.test.TestPruneColumn,"
the methods are too many.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.pig.test.TestStore,"
the code is extremely complex.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.pig.test.TestTypeCheckingValidatorNewLP,"
there are too many methods that are long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.pig.test.Util,"
the goal of the class cannot be easily understood.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.pig.test.utils.GenPhyOp,"
too much code and too many long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.pig.tools.grunt.GruntParser,"
lot of methods that do not use parameters.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.tools.bzip2r.CBZip2InputStream,"
the quality of the class should be improved.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.tools.bzip2r.CBZip2OutputStream,"
methods are too long.
",0,0,0,1,0,0,0
spaghetti-code,org.tartarus.snowball.ext.EnglishStemmer,"
many long methods without documentation.
",0,0,0,1,0,0,0
spaghetti-code,org.tartarus.snowball.ext.FinnishStemmer,"
certain methods are too complex.
",0,0,0,0,1,0,0
spaghetti-code,org.tartarus.snowball.ext.FrenchStemmer,"
the code plus the many strings used make the code poorly understandable.
",0,0,0,0,1,0,0
spaghetti-code,org.tartarus.snowball.ext.HungarianStemmer,"
it has too many long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.tartarus.snowball.ext.ItalianStemmer,"
the class is a kind of container of multiple functions.
",0,0,1,0,0,0,0
spaghetti-code,org.tartarus.snowball.ext.KpStemmer,"
poorly understandable.
",0,0,0,0,1,0,0
spaghetti-code,org.tartarus.snowball.ext.LovinsStemmer,"
the class is hard to understand because of the long methods that there are.
",0,0,0,1,1,0,0
spaghetti-code,org.tartarus.snowball.ext.PorterStemmer,"
too much code.
",0,0,0,1,0,0,0
spaghetti-code,org.tartarus.snowball.ext.PortugueseStemmer,"
many methods should be made better.
",0,0,0,0,0,0,0
spaghetti-code,org.tartarus.snowball.ext.SpanishStemmer,"
given its goal, it is not really a big issue, but several methods look too long.
",0,0,0,1,0,0,0
spaghetti-code,org.tartarus.snowball.ext.TurkishStemmer,"
long methods.
",0,0,0,1,0,0,0
shotgun-surgery,org.apache.cayenne.access.DbLoader,"
there are a lot of method calls to external classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.access.IncrementalFaultList,"
coupling should be reduced.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.access.jdbc.EJBQLConditionTranslator,"
methods could have been better organized to avoid these too many calls.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.access.ObjectStore,"
the class makes a number of calls.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.access.ReturnTypesMappingTest,"
too high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.access.trans.SelectTranslatorTest,"
class has a lot of external calls.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.exp.Expression,"
the methods of the class do not always talk to each other, while they call methods of other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.exp.ExpressionFactory,"
the coupling if this class is high.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.exp.parser.ExpressionParser,"
too high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.exp.parser.ExpressionParserTokenManager,"
the amount of method calls should be reduced. 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.map.DataMap,"
the class can invoke too many methods.
",0,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.map.DbEntity,"
high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.map.MapLoader,"
there might be the need to better divide the methods of the class.
",0,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.map.ObjEntity,"
high coupling, too many calls made over other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.map.ObjRelationship,"
excessive amount of method calls.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.modeler.ProjectController,"
the methods might be moved here and there to reduce excessive coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.modeler.ProjectTreeView,"
the class is tight to many other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.query.SelectQuery,"
I see that the class has a slightly high coupling, but I don't think this is critical.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.query.SelectQueryTest,"
many methods make calls to other methods to gather data.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.util.concurrentlinkedhashmap.ConcurrentLinkedHashMap,"
too many external calls.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.util.EqualsBuilder,"
the coupling is high.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.wocompat.parser.Parser,"
the class performs several calls to other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.wocompat.parser.ParserTokenManager,"
high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.aegis.type.basic.BeanTest,"
the class relies on several other classes. 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.aegis.type.basic.BeanType,"
the interface of some methods is unclear. 
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.aegis.type.XMLTypeCreator,"
the documentation does not exist. 
",0,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.binding.corba.runtime.CorbaObjectReader,"
the number of invokations is high.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.binding.soap.SoapBindingFactory,"
high coupling, the code is complex and hard to understand.
",1,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.endpoint.dynamic.DynamicClientFactory,"
excessive number of methods' call toward other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.javascript.JavascriptUtils,"
the class invokes several methods from other classes, making the code pretty hard to understand.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.javascript.service.ServiceJavascriptBuilder,"
there are several calls.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.jaxb.JAXBDataBinding,"
high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.jaxb.JAXBEncoderDecoder,"
the class is complex, makes too many invokations.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.jaxb.JAXBSchemaInitializer,"
some methods should be moved to better locations.
",0,0,0,1,0,0,0
shotgun-surgery,org.apache.cxf.jaxrs.client.AbstractClient,"
the interaction that methods have with other methods of the same class is unclear.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.jaxrs.client.ClientProxyImpl,"
the code is hard to understand, both because of lack of documentation and low cohesion.
",0,0,1,0,1,0,0
shotgun-surgery,org.apache.cxf.jaxrs.client.WebClient,"
there are methods which should be placed in better locations.
",0,0,0,1,0,0,0
shotgun-surgery,org.apache.cxf.jaxrs.ext.search.fiql.FiqlParser,"
the problem is that the class is highly coupled with external classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.jaxrs.impl.UriBuilderImpl,"
there is some method doing too much.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.jaxrs.impl.UriBuilderImplTest,"
the complexity of the methods must be taken under control.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.jaxrs.model.wadl.WadlGenerator,"
high coupling makes the code not very much understandable. 
",1,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.jaxrs.model.wadl.WadlGeneratorTest,"
class should be less tight to other data classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.jaxrs.provider.AbstractJAXBProvider,"
too high coupling for this class.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.jaxrs.provider.JAXBElementProviderTest,"
certain methods are poorly placed.
",0,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.jaxrs.provider.json.JSONProviderTest,"
a number of methods should be simplified, maybe also moved to other classes.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.jaxrs.provider.ProviderFactory,"
some methods are too complex. 
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.jaxrs.SelectMethodCandidatesTest,"
the location of some methods could be updated.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.jaxrs.utils.InjectionUtils,"
the class suffers from high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.jaxrs.utils.JAXRSUtils,"
high coupling, the code has became complex to be understood.
",1,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.jaxrs.utils.JAXRSUtilsTest,"
perhaps, some methods could have been better designed so that they would not need to call external classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.jaxrs.utils.ResourceUtils,"
the class is too tight to many other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.jaxws.EndpointImpl,"
the coupling is high and the complexity increases because of that.
",1,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.jaxws.handler.HandlerChainInvokerTest,"
the methods look wrongly placed - they should be perhaps moved to other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.jaxws.ServiceImpl,"
methods should be redesigned to call less external members.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.jaxws.support.JaxWsServiceConfiguration,"
there is a problem with coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.management.web.logging.ReadOnlyFileStorage,"
the class has been changed to many times and now it is hard to explain why certain methods still belong to it.
",0,1,0,0,0,0,0
shotgun-surgery,org.apache.cxf.maven_plugin.AbstractCodegenMoho,"
some methods perform too many calls. 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.staxutils.StaxUtils,"
methods are not related to each other. 
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.cxf.sts.operation.AbstractOperation,"
it has methods that should be at least moved. 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.sts.operation.IssueOnbehalfofUnitTest,"
the class is not cohesive.
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.cxf.sts.operation.IssueSamlClaimsUnitTest,"
it contains methods that are too coupled to other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.sts.operation.ValidateTokenTransformationUnitTest,"
being the class large with many methods, maintaining it is sometimes hard.
",0,0,0,1,0,0,0
shotgun-surgery,org.apache.cxf.systest.dispatch.DispatchClientServerTest,"
the identity of the class is unclear.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.systest.handlers.HandlerInvocationTest,"
slightly high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.systest.http.HTTPConduitTest,"
some of the methods seem not really related to the class.
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.cxf.systest.jaxrs.BookStore,"
high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.systest.jaxrs.JAXRSClientServerBookTest,"
lot of methods should be refactored.
",0,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.systest.jaxrs.JAXRSMultipartTest,"
the complexity of some methods is high.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.systest.jaxrs.JAXRSSoapBookTest,"
the class is generally too related to others.
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.cxf.systest.jaxws.ClientServerMiscTest,"
the class calls external APIs that make the code a mess.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.systest.jaxws.ClientServerTest,"
calls are too many.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.systest.jms.JMSClientServerTest,"
high coupling.
",1,0,0,0,0,0,0
